00:00:00,24,2,0
00:00:00,31,3,0
00:00:00,53,4,0
00:00:00,57,5,0
00:00:01,15,6,0
00:00:01,21,7,0
00:00:01,25,8,0
00:00:01,29,9,0
00:00:01,33,10,0
00:00:01,37,11,0
00:00:01,43,12,0
00:00:01,47,13,0
00:00:01,51,14,0
00:00:01,55,15,0
00:00:02,1,16,0
00:00:02,5,17,0
00:00:02,8,18,0
00:00:02,13,19,0
00:00:02,17,20,0
00:00:02,22,21,0
00:00:02,26,22,0
00:00:02,30,23,0
00:00:02,34,24,0
00:00:02,40,25,0
00:00:02,45,26,0
00:00:02,48,27,0
00:00:02,52,28,0
00:00:02,56,29,0
00:00:03,2,30,0
00:00:03,6,31,0
00:00:03,10,32,0
00:00:03,14,33,0
00:00:03,20,34,0
00:00:03,24,35,0
00:00:03,28,36,0
00:00:03,32,37,0
00:00:03,36,38,0
00:00:03,42,39,0
00:00:03,46,40,0
00:00:03,50,41,0
00:00:03,53,42,0
00:00:04,0,43,0
00:00:04,3,44,0
00:00:04,7,45,0
00:00:04,11,46,0
00:00:04,23,47,0
00:00:04,27,48,0
00:00:04,31,49,0
00:00:04,35,50,0
00:00:04,39,51,0
00:00:04,43,52,0
00:00:04,47,53,0
00:00:04,53,54,0
00:00:04,57,55,0
00:00:05,1,56,0
